id,propositions,nl_sentence,dataset_tl
1207,"['scoop_up_pear', 'approach_tree']",at any time scoop up pear and approach tree,F(scoop_up_pear)&approach_tree
1423,"['have_in_orange', 'drop_pear']",forever have in orange or drop pear,G(have_in_orange)|drop_pear
1753,"['move_near_tree', 'drop_pear']",when possible move near tree and drop pear,F(move_near_tree)&drop_pear
3546,"['travel_to_house', 'move_forward_trash_can']",whenever travel to house means that when possible move forward trash can,F(travel_to_house)->F(move_forward_trash_can)
5729,"['let_go_orange', 'make_contact_with_house']",never let go orange and at any time make contact with house,G(~(let_go_orange))&F(make_contact_with_house)
2000,"['go_to_trash_receptacle', 'visit_tree']",at some time go to trash receptacle or visit tree,F(go_to_trash_receptacle)|visit_tree
1285,"['go_near_flag', 'stop_by_trash_can']",when possible go near flag or at any time stop by trash can,F(go_near_flag)|F(stop_by_trash_can)
4421,"['grasp_orange', 'grasp_orange']",grasp orange and grasp orange,grasp_orange&grasp_orange
1567,"['tax_apple', 'collect_orange']",whenever tax apple until whenever collect orange,F(tax_apple)UF(collect_orange)
1773,"['take_to_tree', 'go_near_flag']",take to tree and when possible go near flag,take_to_tree&F(go_near_flag)
5288,"['touch_tree', 'pick_up_flag']","when when possible touch tree , pick up flag",F(touch_tree)->pick_up_flag
1725,"['venture_house', 'gather_apple']",at any time venture house and gather apple,F(venture_house)&gather_apple
2466,"['withdraw_pear', 'hold_on_pear']",when possible withdraw pear or always hold on pear,F(withdraw_pear)|G(hold_on_pear)
1001,"['stay', 'lay_hold_of_apple']","when always stay , at some time lay hold of apple",G(stay)->F(lay_hold_of_apple)
5238,"['go_to_trash_can', 'put_in_apple_bucket']",when possible go to trash can or put in apple bucket,F(go_to_trash_can)|put_in_apple_bucket
5536,"['approach_house', 'collect_apple']",when possible approach house and at any time collect apple,F(approach_house)&F(collect_apple)
1765,"['go_to_flag', 'collect_pear']",whenever go to flag and collect pear,F(go_to_flag)&collect_pear
1156,"['present_at_flag', 'present_at_flag']",whenever present at flag and at some time present at flag,F(present_at_flag)&F(present_at_flag)
1319,"['seize_orange', 'make_way_to_house']",when possible seize orange or repeatedly make way to house,F(seize_orange)|G(F(make_way_to_house))
4345,"['get_to_cup', 'capture_orange']",at some time get to cup or capture orange,F(get_to_cup)|capture_orange
1421,"['put_in_bucket', 'have_apple']",put in bucket and always have apple,put_in_bucket&G(have_apple)
5530,"['move_towards_trash_can', 'shift_to_flag']",move towards trash can or when possible shift to flag,move_towards_trash_can|F(shift_to_flag)
1593,"['go_past_house', 'move_to_tree']",whenever go past house or move to tree,F(go_past_house)|move_to_tree
4472,"['reach_tree', 'pick_up_anything']",at some time reach tree or don't pick up anything,F(reach_tree)|~(F(pick_up_anything))
1328,"['go_near_house', 'get_near_flag']",at some time go near house and whenever get near flag,F(go_near_house)&F(get_near_flag)
2923,"['scoop_up_pear', 'travel_by_tree']",at some time scoop up pear or whenever travel by tree,F(scoop_up_pear)|F(travel_by_tree)
5544,"['get_hold_of_orange', 'get_to_cup']",whenever get hold of orange until when possible get to cup,F(get_hold_of_orange)UF(get_to_cup)
1509,"['move_to_house', 'put_in_bucket']",move to house and put in bucket,move_to_house&put_in_bucket
1952,"['reach_flag', 'present_at_flag']",at some time reach flag or at some time present at flag,F(reach_flag)|F(present_at_flag)
1244,"['have_pear', 'stop_by_house']",at any time have pear and whenever stop by house,F(have_pear)&F(stop_by_house)
2806,"['snatch_pear', 'stop_by_trash_can']",when possible snatch pear until when possible stop by trash can,F(snatch_pear)UF(stop_by_trash_can)
5296,"['secure_pear', 'be_at_flag']",when possible secure pear means that whenever be at flag,F(secure_pear)->F(be_at_flag)
1428,"['acquire_pear', 'take_pear']",whenever acquire pear or take pear,F(acquire_pear)|take_pear
2462,"['drop_apple', 'grab_pear']",never drop apple and when possible grab pear,G(~(drop_apple))&F(grab_pear)
3673,"['venture_house', 'grasp_pear']",at some time venture house and at some time grasp pear,F(venture_house)&F(grasp_pear)
3096,"['grasp_apple', 'make_your_way_flag']",when possible grasp apple or at any time make your way flag,F(grasp_apple)|F(make_your_way_flag)
4508,"['let_go', 'take_to_tree']",never let go or take to tree,G(~(let_go))|take_to_tree
5916,"['hold_apple', 'go_to_pear']",hold apple and repeatedly go to pear,hold_apple&G(F(go_to_pear))
1990,"['reach_flag', 'go_by_waste_basket']",at any time reach flag and whenever go by waste basket,F(reach_flag)&F(go_by_waste_basket)
3463,"['acquire_apple', 'come_home']",acquire apple and when possible come home,acquire_apple&F(come_home)
2112,"['hold_pear', 'collect_apple']",hold pear and whenever collect apple,hold_pear&F(collect_apple)
4678,"['obtain_pear', 'journey_by_house']",whenever obtain pear until at some time journey by house,F(obtain_pear)UF(journey_by_house)
1754,"['present_at_flag', 'withhold_apple']","when at some time present at flag , at any time withhold apple",F(present_at_flag)->F(withhold_apple)
1736,"['stop_by_house', 'visit_trash_bin']",at some time stop by house and whenever visit trash bin,F(stop_by_house)&F(visit_trash_bin)
5083,"['pick_up_fruit', 'pass_by_trash_bin']",pick up fruit until whenever pass by trash bin,pick_up_fruitUF(pass_by_trash_bin)
2207,"['get_hold_of_pear', 'obtain_apple']",get hold of pear and whenever obtain apple,get_hold_of_pear&F(obtain_apple)
2317,"['come_to_tree', 'got_to_house']",come to tree or at some time got to house,come_to_tree|F(got_to_house)
1828,"['drop_apple', 'venture_to_house']",never drop apple and when possible venture to house,G(~(drop_apple))&F(venture_to_house)
5077,"['getting_pear', 'walk_near_flag']",when possible getting pear and at some time walk near flag,F(getting_pear)&F(walk_near_flag)
3464,"['gather_apple', 'go_home']",gather apple and at any time go home,gather_apple&F(go_home)
1979,"['go_to_house', 'pick_up_anything']",whenever go to house or do not pick up anything,F(go_to_house)|~(F(pick_up_anything))
1141,"['let_go_apple', 'go_to_trash_receptacle']",whenever let go apple and whenever go to trash receptacle,F(let_go_apple)&F(go_to_trash_receptacle)
1512,"['get_pear', 'take_to_tree']",at any time get pear or take to tree,F(get_pear)|take_to_tree
1237,"['get_to_flag', 'visit_trash_bin']",whenever get to flag or whenever visit trash bin,F(get_to_flag)|F(visit_trash_bin)
1335,"['move_to_tree', 'put_in_bucket']","when move to tree , put in bucket",move_to_tree->put_in_bucket
1415,"['go_by_tree', 'scoop_up_apple']",at some time go by tree and at any time scoop up apple,F(go_by_tree)&F(scoop_up_apple)
4822,"['pass_by_house', 'yield_pear']",at any time pass by house or at some time yield pear,F(pass_by_house)|F(yield_pear)
4319,"['going_to_tree', 'grasp_orange']",going to tree or grasp orange,going_to_tree|grasp_orange
2150,"['gather_pear', 'move_towards_trash_can']",at some time gather pear and move towards trash can,F(gather_pear)&move_towards_trash_can
1106,"['grab_hold_pear', 'take_to_trashcan']",grab hold pear until take to trashcan,grab_hold_pearUtake_to_trashcan
2495,"['travel_to_apple', 'clutch_orange']",travel to apple or when possible clutch orange,travel_to_apple|F(clutch_orange)
3814,"['pick_up_flag', 'go_to_bucket']","when pick up flag , go to bucket",pick_up_flag->go_to_bucket
1782,"['collect_apple', 'get_hold_apple']",at any time collect apple and at any time get hold apple,F(collect_apple)&F(get_hold_apple)
1711,"['secure_apple', 'reach_flag']",secure apple can infer that whenever reach flag,secure_apple->F(reach_flag)
4469,"['move_to_tree', 'seize_pear']",move to tree or when possible seize pear,move_to_tree|F(seize_pear)
2921,"['visit_flag', 'go_near_flag']",at any time visit flag or when possible go near flag,F(visit_flag)|F(go_near_flag)
5079,"['walk', 'pick_up_pear']",walk and pick up pear,walk&pick_up_pear
3792,"['let_go', 'venture_to_trash_can']",never let go or venture to trash can,G(~(let_go))|venture_to_trash_can
2065,"['collect_orange', 'contact_flag']",when possible collect orange and whenever contact flag,F(collect_orange)&F(contact_flag)
1745,"['bring_pear', 'go_by_waste_basket']",at some time bring pear or whenever go by waste basket,F(bring_pear)|F(go_by_waste_basket)
1741,"['venture_towards_house', 'secure_apple']",venture towards house and secure apple,venture_towards_house&secure_apple
2752,"['pick_up_peach', 'drop_orange']",at some time pick up peach and never drop orange,F(pick_up_peach)&G(~(drop_orange))
2323,"['go_to_trashcan', 'hold_on_pear']",at some time go to trashcan and always hold on pear,F(go_to_trashcan)&G(hold_on_pear)
1798,"['go_by_waste_bin', 'reach_flag']",go by waste bin and when possible reach flag,go_by_waste_bin&F(reach_flag)
1488,"['present_at_flag', 'reach_flag']",at some time present at flag or whenever reach flag,F(present_at_flag)|F(reach_flag)
4867,"['journey_to_house', 'obtain_apple']",at any time journey to house until at some time obtain apple,F(journey_to_house)UF(obtain_apple)
4667,"['pick_up_fruit', 'let_go_apple']",pick up fruit or whenever let go apple,pick_up_fruit|F(let_go_apple)
1435,"['get_to_flag', 'get_to_flag']",whenever get to flag and when possible get to flag,F(get_to_flag)&F(get_to_flag)
1760,"['bring_pear', 'bring_pear']",when possible bring pear and when possible bring pear,F(bring_pear)&F(bring_pear)
1985,"['take_orange', 'scoop_up_pear']",take orange or when possible scoop up pear,take_orange|F(scoop_up_pear)
3409,"['get_hold_orange', 'go_to_orange']",whenever get hold orange and go to orange,F(get_hold_orange)&go_to_orange
5052,"['get_hold_of_pear', 'travel_to_tree']",get hold of pear or travel to tree,get_hold_of_pear|travel_to_tree
4853,"['obtain_pear', 'drop_orange']",whenever obtain pear or never drop orange,F(obtain_pear)|G(~(drop_orange))
2475,"['tax_apple', 'approach_house']",at some time tax apple and whenever approach house,F(tax_apple)&F(approach_house)
1066,"['venture_flag', 'hold_on_pear']","when whenever venture flag , forever hold on pear",F(venture_flag)->G(hold_on_pear)
1457,"['reach_flag', 'bring_pear']",at any time reach flag can infer that at any time bring pear,F(reach_flag)->F(bring_pear)
2333,"['capture_pear', 'stop_by_flag']",at any time capture pear and stop by flag,F(capture_pear)&stop_by_flag
4296,"['pass_by_waste_receptacle', 'journey_by_house']",at some time pass by waste receptacle or whenever journey by house,F(pass_by_waste_receptacle)|F(journey_by_house)
4175,"['make_your_way_flag', 'go_home']",at any time make your way flag or at any time go home,F(make_your_way_flag)|F(go_home)
1008,"['go_to_trash_receptacle', 'get_close_flag']",when possible go to trash receptacle or at some time get close flag,F(go_to_trash_receptacle)|F(get_close_flag)
5123,"['take_orange', 'drop_pear']",take orange and never drop pear,take_orange&G(~(drop_pear))
1364,"['present_at_flag', 'present_at_flag']",at some time present at flag until when possible present at flag,F(present_at_flag)UF(present_at_flag)
3167,"['put_in_apple_bucket', 'touch_flag']",put in apple bucket until always touch flag,put_in_apple_bucketUG(touch_flag)
5746,"['walk_to_flag', 'walk_to_flag']","if whenever walk to flag , whenever walk to flag",F(walk_to_flag)->F(walk_to_flag)
4545,"['get_hold_of_orange', 'move_to_flag']",at some time get hold of orange until whenever move to flag,F(get_hold_of_orange)UF(move_to_flag)
2331,"['visit_tree', 'haul_pear']",visit tree and at some time haul pear,visit_tree&F(haul_pear)
5830,"['getting_pear', 'make_contact_flag']",at any time getting pear or whenever make contact flag,F(getting_pear)|F(make_contact_flag)
2803,"['travel_house', 'hold_pear']",whenever travel house or hold pear,F(travel_house)|hold_pear
1267,"['migrate_to_tree', 'take_to_trashcan']",when possible migrate to tree or take to trashcan,F(migrate_to_tree)|take_to_trashcan
1062,"['go_to_tree', 'steal_apple']",whenever go to tree and whenever steal apple,F(go_to_tree)&F(steal_apple)
2204,"['be_at_flag', 'go_near_pear']",whenever be at flag or when possible go near pear,F(be_at_flag)|F(go_near_pear)
4396,"['make_your_way_flag', 'advance_to_house']",at any time make your way flag or at any time advance to house,F(make_your_way_flag)|F(advance_to_house)
1178,"['migrate_to_tree', 'have_pear']",whenever migrate to tree or at some time have pear,F(migrate_to_tree)|F(have_pear)
5692,"['be_at_flag', 'advance_to_house']","if when possible be at flag , at some time advance to house",F(be_at_flag)->F(advance_to_house)
4759,"['approach_flag', 'come_home']",at any time approach flag or when possible come home,F(approach_flag)|F(come_home)
2977,"['move_to_flag', 'stop_by_trash_can']",at some time move to flag and at any time stop by trash can,F(move_to_flag)&F(stop_by_trash_can)
1712,"['grip_apple', 'keep_apple']",grip apple and keep apple,grip_apple&keep_apple
1875,"['drop_apple', 'drop_apple']",never drop apple until never drop apple,G(~(drop_apple))UG(~(drop_apple))
4306,"['snatch_pear', 'venture_house']",when possible snatch pear and whenever venture house,F(snatch_pear)&F(venture_house)
1350,"['secure_apple', 'reach_flag']",secure apple and when possible reach flag,secure_apple&F(reach_flag)
1093,"['travel_to_apple', 'make_to_flag']",travel to apple or at some time make to flag,travel_to_apple|F(make_to_flag)
1442,"['steal_apple', 'capture_pear']",at some time steal apple and when possible capture pear,F(steal_apple)&F(capture_pear)
2114,"['move_near_tree', 'travel_to_apple']",at any time move near tree or travel to apple,F(move_near_tree)|travel_to_apple
3982,"['get_apple', 'touch_flag']",at any time get apple and forever touch flag,F(get_apple)&G(touch_flag)
